,start,end,stock,buy strategy,sell strategy,revenue,trade times,revenue if buy and hold
0,2022-08-20,2023-08-20,AAPL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.45736394067382824,4.0,0.040827989196777346
1,2022-08-20,2023-08-20,MSFT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.1814840095214844,9.0,0.13942803955078126
2,2022-08-20,2023-08-20,AMZN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.11856302993774406,14.0,0.0
3,2022-08-20,2023-08-20,NVDA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,1.0027899755859377,16.0,1.5233699645996093
4,2022-08-20,2023-08-20,GOOGL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.36702794625854473,8.0,0.1150140106201172
5,2022-08-20,2023-08-20,GOOG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.36817689138793996,8.0,0.11214400787353515
6,2022-08-20,2023-08-20,META,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.8000430759887699,14.0,0.7332199813842774
7,2022-08-20,2023-08-20,TSLA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.8653780308227542,17.0,-0.25303930358886717
8,2022-08-20,2023-08-20,BRK-B,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.17731995898437508,6.0,0.2171579833984375
9,2022-08-20,2023-08-20,UNH,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.0379379200439449,9.0,-0.0830340087890625
10,2022-08-20,2023-08-20,LLY,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.670528943847656,7.0,0.6699899597167969
11,2022-08-20,2023-08-20,XOM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.09568106021118146,9.0,0.16991798706054687
12,2022-08-20,2023-08-20,JPM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2488880361938476,6.0,0.27455002593994143
13,2022-08-20,2023-08-20,JNJ,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.16369406646728513,3.0,0.028910054016113282
14,2022-08-20,2023-08-20,V,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.20230599243164088,7.0,0.13893198852539063
15,2022-08-20,2023-08-20,AVGO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.27499706140136715,8.0,0.5347620483398438
16,2022-08-20,2023-08-20,PG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.24051600793457056,4.0,0.021185943603515625
17,2022-08-20,2023-08-20,MA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.1795929554443359,7.0,0.13064801025390624
18,2022-08-20,2023-08-20,HD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.10593693994140631,8.0,0.04851201171875
19,2022-08-20,2023-08-20,CVX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.054743913940429774,9.0,0.0252
20,2022-08-20,2023-08-20,MRK,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.1841528850402832,8.0,0.19663592681884765
21,2022-08-20,2023-08-20,ABBV,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.12332004882812489,9.0,0.06958002166748047
22,2022-08-20,2023-08-20,PEP,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.11970395520019537,3.0,-0.00151202392578125
23,2022-08-20,2023-08-20,ADBE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.9401120716552738,7.0,0.2322719970703125
24,2022-08-20,2023-08-20,COST,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.16226501843261704,6.0,-0.00095394287109375
25,2022-08-20,2023-08-20,KO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.05426709405517577,5.0,-0.05037494087219238
26,2022-08-20,2023-08-20,CSCO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.22366501316833473,8.0,0.15319703826904296
27,2022-08-20,2023-08-20,WMT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.12859898284912105,5.0,0.1728638916015625
28,2022-08-20,2023-08-20,TMO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.041486994628906725,12.0,-0.074340966796875
29,2022-08-20,2023-08-20,PFE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.04444794514465339,11.0,-0.24969603424072265
30,2022-08-20,2023-08-20,MCD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.07920299719238319,5.0,0.07140191650390625
31,2022-08-20,2023-08-20,CRM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.4051239902954099,11.0,0.1559600341796875
32,2022-08-20,2023-08-20,ACN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2901899835205075,8.0,-0.0225919921875
33,2022-08-20,2023-08-20,BAC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.15326302847290044,11.0,-0.161568017578125
34,2022-08-20,2023-08-20,NFLX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.38148779321289056,11.0,0.7831560241699219
35,2022-08-20,2023-08-20,CMCSA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.4989869900512691,4.0,0.2157099838256836
36,2022-08-20,2023-08-20,LIN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.24606417333984373,6.0,0.26172299194335935
37,2022-08-20,2023-08-20,ABT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.15944898672485341,5.0,-0.03478198013305664
38,2022-08-20,2023-08-20,ORCL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.6902709748229979,4.0,0.52
39,2022-08-20,2023-08-20,AMD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.38218382769775383,19.0,0.13492700653076173
40,2022-08-20,2023-08-20,DHR,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06359501782226544,9.0,-0.11753802490234375
41,2022-08-20,2023-08-20,DIS,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.07610691424560555,11.0,-0.2578280288696289
42,2022-08-20,2023-08-20,WFC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.29760196626281704,7.0,-0.042974996566772464
43,2022-08-20,2023-08-20,TXN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.04456905249023439,7.0,-0.028709982299804686
44,2022-08-20,2023-08-20,PM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.11484991003417963,5.0,-0.03969300308227539
45,2022-08-20,2023-08-20,INTC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2889761781616213,15.0,-0.032155004501342774
46,2022-08-20,2023-08-20,INTU,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.27059701721191415,11.0,0.08764799194335937
47,2022-08-20,2023-08-20,CAT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.41000494378662095,8.0,0.4266079650878906
48,2022-08-20,2023-08-20,COP,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.29388499868774415,8.0,0.11447502899169922
49,2022-08-20,2023-08-20,VZ,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.11812903979492184,12.0,-0.2483739517211914
50,2022-08-20,2023-08-20,overall,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2675445921054077,,0.13641523242950437
trail stop=0.05, fixed stop loss=0.03, profit target=None