Date,close,type,p-b change,bar,ma3,ema9,ma20,zigzag,zz trend,ema12,ema26,MACD,signal,slope MACD,slope signal,buy pt,day of interest
2022-08-01,297.27667236328125,,,,291.7755533854167,276.0142438595498,254.89533309936525,1,,270.72628327296417,257.7520552300361,12.974228042928075,7.466970931804037,,,False,
2022-08-02,300.586669921875,,,,298.33777872721356,280.9287290720149,258.2713333129883,0,-1.0,275.32018891125813,260.9249896516538,14.39519925960434,8.852616597364099,1.4209712166762642,1.3856456655600615,False,
2022-08-03,307.39666748046875,,,,301.7533365885417,286.2223167537057,262.0544998168945,0,-1.0,280.2550317680598,264.36733615749193,15.887695610567846,10.259632400004849,1.4924963509635063,1.4070158026407498,False,
2022-08-04,308.6333312988281,1.0,,0.0,305.5388895670573,290.7045196627302,265.2589996337891,0,-1.0,284.6209240035626,267.64629876055386,16.974625243008745,11.602630968605629,1.0869296324408992,1.3429985686007804,False,
2022-08-05,288.1700134277344,-1.0,-0.06630300682359076,1.0,301.40000406901044,290.1976184157311,267.12933349609375,0,-1.0,285.1669377611275,269.1665739210858,16.0003638400417,12.482177542892844,-0.9742614029670449,0.8795465742872146,False,
2022-08-08,290.42333984375,1.0,0.007819434052879694,1.0,295.7422281901042,290.24276270133487,269.9333335876465,0,-1.0,285.9756150046079,270.74114917461645,15.23446582999145,13.032635200312566,-0.7658980100502504,0.550457657419722,False,
2022-08-09,283.3333435058594,-1.0,-0.024412625864385067,1.0,287.30889892578125,288.86087886223976,272.44650039672854,-1,-1.0,285.56911169710816,271.6739043102641,13.89520738684405,13.205149637618863,-1.3392584431474006,0.17251443730629745,False,
2022-08-10,294.3566589355469,1.0,0.038905817766766077,1.0,289.37111409505206,289.9600348769012,275.31233367919924,0,1.0,286.92104204148336,273.3541083565813,13.56693368490204,13.277506447075499,-0.32827370194200967,0.07235680945663603,True,DayType.BUYPT
2022-08-11,286.6300048828125,-1.0,-0.02624929254420646,1.0,288.10666910807294,289.29402887808345,277.7281669616699,0,1.0,286.8762670939955,274.3375080992651,12.538758994730415,13.129756956606483,-1.0281746901716247,-0.14774949046901575,False,
2022-08-12,300.0299987792969,,,,293.67222086588544,291.44122285832617,280.72633361816406,0,1.0,288.89991812250344,276.2406555570453,12.659262565458164,13.03565807837682,0.12050357072774887,-0.0940988782296639,False,
2022-08-15,309.32000732421875,1.0,0.07916129524082088,2.0,298.6600036621094,295.0169797515047,284.16500091552734,1,1.0,292.0414703073827,278.69097791016924,13.350492397213486,13.098624942144152,0.6912298317553223,0.06296686376733263,False,
2022-08-16,306.5633239746094,,,,305.304443359375,297.32624859612565,287.21666717529297,0,-1.0,294.2756016408022,280.7555961371648,13.520005503637435,13.182901054442809,0.169513106423949,0.08427611229865661,False,
2022-08-17,303.9966735839844,,,,306.6266682942708,298.66033359369743,290.0415008544922,0,-1.0,295.77115117052256,282.4771574295218,13.293993741000747,13.205119591754398,-0.22601176263668776,0.022218537311589515,False,
2022-08-18,302.8699951171875,,,,304.47666422526044,299.5022658983955,291.59966735839845,0,-1.0,296.863281008471,283.9877379989785,12.875543009492503,13.13920427530202,-0.4184507315082442,-0.06591531645237758,False,
2022-08-19,296.6666564941406,,,,301.1777750651042,298.93514401754453,292.82083282470705,0,-1.0,296.83303108318944,284.9269171467683,11.90611393642115,12.892586207525847,-0.9694290730713533,-0.2466180677761738,False,
2022-08-22,289.913330078125,-1.0,-0.06273980598271592,5.0,296.4833272298177,297.13078122966067,293.89483337402345,0,-1.0,295.7684616977949,285.2962810676095,10.472180630185392,12.408505092057755,-1.4339333062357582,-0.48408111546809174,False,
2022-08-23,296.4533386230469,,,,294.3444417317708,296.9952927083379,295.77450103759764,0,-1.0,295.8738273786029,286.1227297754197,9.751097603183212,11.877023594282846,-0.7210830270021802,-0.5314814977749087,False,
2022-08-24,297.0966796875,1.0,0.024777576137803847,2.0,294.48778279622394,297.01557010417037,296.8883346557617,0,-1.0,296.06195850304863,286.93561495409233,9.1263435489563,11.326887585217538,-0.6247540542269121,-0.5501360090653087,False,
2022-08-25,296.07000732421875,,,,296.5400085449219,296.82645754818003,297.64683532714844,0,-1.0,296.06319678322865,287.6122366111387,8.450960172089935,10.751702102592017,-0.675383376866364,-0.5751854826255212,False,
2022-08-26,288.0899963378906,,,,293.7522277832031,295.07916530612215,297.19383544921874,0,-1.0,294.83655056086894,287.6476262205278,7.188924340341146,10.039146550141844,-1.2620358317487899,-0.7125555524501728,False,
2022-08-29,284.82000732421875,,,,289.6600036621094,293.02733370974147,296.5710021972656,0,-1.0,293.2955439090766,287.43817296894935,5.857370940127282,9.202791428138932,-1.3315534002138634,-0.836355122002912,False,
2022-08-30,277.70001220703125,,,,283.5366719563802,289.96186940919944,295.4266693115234,0,-1.0,290.8962313395312,286.7168277273258,4.1794036122054194,8.19811386495223,-1.6779673279218628,-1.0046775631867018,False,
2022-08-31,275.6099853515625,-1.0,-0.07232222978236645,5.0,279.3766682942708,287.0914925976721,293.83733520507815,0,-1.0,288.544501187536,285.8940986624544,2.650402525081631,7.0885715969781105,-1.5290010871237882,-1.1095422679741196,False,
2022-09-01,277.1600036621094,1.0,0.005623955563764147,1.0,276.8233337402344,285.10519481055957,292.2636688232422,0,-1.0,286.79304002977807,285.2471286624288,1.5459113673492766,5.980039551052344,-1.1044911577323546,-1.1085320459257666,False,
2022-09-02,270.2099914550781,-1.0,-0.025075812221102913,1.0,274.32666015625,282.1261541394633,291.36566772460935,-1,-1.0,284.2418017875165,284.1332666470695,0.10853514044703161,4.805738668931282,-1.437376226902245,-1.174300882121062,False,
2022-09-06,274.4200134277344,,,,273.9300028483073,280.5849259971176,290.5655014038086,0,1.0,282.7307574244731,283.4137664086002,-0.6830089841271274,3.7079891383196,-0.791544124574159,-1.0977495306116816,False,
2022-09-07,283.70001220703125,,,,276.11000569661456,281.2079432391003,290.5838348388672,0,1.0,282.87987354486665,283.4349698010766,-0.5550962562099357,2.8553720594136935,0.12791272791719166,-0.8526170789059067,False,
2022-09-08,289.260009765625,,,,282.4600118001302,282.8183565444053,290.3290023803711,0,1.0,283.8614329634449,283.866454242895,-0.005021279450090788,2.283293391640937,0.550074976759845,-0.5720786677727565,False,
2022-09-09,299.67999267578125,,,,290.8800048828125,286.1906837706805,290.9815017700195,0,1.0,286.2950575345735,285.0378274601458,1.2572300744276959,2.0780807281982887,1.2622513538777866,-0.20521266344264832,False,
2022-09-12,304.4200134277344,1.0,0.1266053182875867,5.0,297.7866719563802,289.83654970209125,291.2010025024414,0,1.0,289.0835122873675,286.4735449392265,2.6099673481410264,2.1844580521868364,1.3527372737133305,0.10637732398854771,False,
2022-09-13,292.1300048828125,-1.0,-0.040371880963205375,1.0,298.7433369954427,290.2952407382355,290.3415023803711,0,1.0,289.55220345589754,286.8925419720847,2.6596614838128403,2.279498738512037,0.04969413567181391,0.09504068632520069,False,
2022-09-14,302.6099853515625,,,,299.7200012207031,292.75818966090094,290.1438354492187,0,1.0,291.56109297830756,288.0567970372312,3.50429594107635,2.5244581790249,0.8446344572635098,0.24495944051286278,False,
2022-09-15,303.75,1.0,0.039776794314054946,2.0,299.4966634114583,294.9565517287208,290.13150177001955,0,1.0,293.43630944318335,289.21925651595484,4.217052927228508,2.8629771286656216,0.7127569861521579,0.3385189496407217,False,
2022-09-16,303.3500061035156,-1.0,-0.0013168523341049382,1.0,303.2366638183594,296.6352426036798,290.15550231933594,0,1.0,294.9614935447729,290.26597870762606,4.695514837146845,3.2294846703618667,0.47846190991833737,0.3665075416962451,False,
2022-09-19,309.07000732421875,1.0,0.01885611045200119,1.0,305.39000447591144,299.12219554778756,290.77566986083986,1,1.0,297.13203412622613,291.6588697162626,5.473164409963545,3.6782206182822024,0.7776495728166992,0.44873594792033566,True,DayType.BUYPT
2022-09-20,308.7300109863281,,,,307.0500081380208,301.0437586354957,291.71650390625,0,-1.0,298.9163382585495,292.9233986992304,5.9929395593190975,4.141164406489581,0.5197751493555529,0.462943788207379,False,
2022-09-21,300.79998779296875,,,,306.2000020345052,300.99500446699034,291.93383636474607,0,-1.0,299.206130494614,293.50684974321103,5.699280751402966,4.452787675472258,-0.2936588079161311,0.311623268982677,False,
2022-09-22,288.5899963378906,,,,299.3733317057292,298.5140028411704,291.5085021972656,0,-1.0,297.57287908588734,293.14263837985396,4.4302407060333735,4.448278281584481,-1.269040045369593,-0.004509393887777158,False,
2022-09-23,275.3299865722656,-1.0,-0.10916627285856105,4.0,288.239990234375,293.87719958738944,290.471501159668,0,-1.0,294.1508956222532,291.823182690403,2.3277129318502148,4.024165211637628,-2.1025277741831587,-0.42411306994685294,False,
2022-09-26,276.010009765625,,,,279.97666422526044,290.30376162303656,289.8675018310547,0,-1.0,291.35999010584885,290.65183654782686,0.7081535580219906,3.360962880914501,-1.6195593738282241,-0.6632023307231272,False,
2022-09-27,282.94000244140625,,,,278.0933329264323,288.8310097867105,289.77350158691405,0,-1.0,290.0646073882423,290.0805895769809,-0.015982188738632885,2.6855738669838747,-0.7241357467606235,-0.6753890139306264,False,
2022-09-28,287.80999755859375,1.0,0.04532746738449612,3.0,282.2533365885417,288.62680734108716,290.2790008544922,0,-1.0,289.7177443375271,289.9123975756189,-0.1946532380918029,2.1095284459687393,-0.17867104935317002,-0.5760454210151353,False,
2022-09-29,268.2099914550781,,,,279.65333048502606,284.5434441638854,289.909001159668,0,-1.0,286.4088592786888,288.3048119370603,-1.8959526583715274,1.308432225100686,-1.7012994202797245,-0.8010962208680534,False,
2022-09-30,265.25,,,,273.7566630045573,280.6847553311083,289.3135009765625,0,-1.0,283.1536501588905,286.59704808987067,-3.4433979309801543,0.358066193884518,-1.547445272608627,-0.9503660312161679,False,
2022-10-03,242.39999389648438,-1.0,-0.15777771462877896,3.0,258.6199951171875,273.02780304418354,287.9230010986328,0,-1.0,276.8838568877511,283.32319222369387,-6.439335335942758,-1.0014141120809372,-2.9959374049626035,-1.3594803059654552,False,
2022-10-04,249.44000244140625,1.0,0.0290429402730442,1.0,252.36333211263022,268.3102429236281,286.6740005493164,0,-1.0,272.66172543446726,280.8133263138948,-8.15160087942752,-2.4314514655502535,-1.7122655434847616,-1.4300373534693163,False,
2022-10-05,240.80999755859375,,,,244.21666463216147,262.81019385062126,284.52949981689454,0,-1.0,267.7614596074098,277.8501167764651,-10.088657169055296,-3.9628926062512617,-1.937056289627776,-1.5314411407010082,False,
2022-10-06,238.1300048828125,,,,242.7933349609375,257.8741560570595,281.9729995727539,0,-1.0,263.20277426516407,274.9078862658242,-11.705112000660108,-5.5113364851330315,-1.6164548316048126,-1.5484438788817698,False,
2022-10-07,223.07000732421875,,,,234.00333658854166,250.91332631049136,278.14250030517576,0,-1.0,257.0285024280956,271.06804338126085,-14.039540953165272,-7.21697737873948,-2.3344289525051636,-1.7056408936064482,False,
2022-10-10,222.9600067138672,,,,228.05333964029947,245.32266239116655,274.0694999694824,0,-1.0,251.78719539513736,267.50448510960206,-15.717289714464698,-8.917039845884524,-1.6777487612994264,-1.7000624671450444,False,
2022-10-11,216.5,-1.0,-0.13205581349825354,5.0,220.8433380126953,239.55812991293325,270.2879997253418,0,-1.0,246.35839610357777,263.72637510148337,-17.367978997905595,-10.607227676288739,-1.6506892834408973,-1.6901878304042146,False,
2022-10-12,217.24000549316406,,,,218.9000040690104,235.09450502897943,266.0195007324219,0,-1.0,241.87864370197568,260.28294031568197,-18.404296613706293,-12.166641463772251,-1.036317615800698,-1.5594137874835123,False,
2022-10-13,221.72000122070312,1.0,0.02411086014181582,2.0,218.4866689046224,232.4196042673242,261.91800079345705,0,-1.0,238.77731408947218,257.4264263086465,-18.649112219174327,-13.463135614852668,-0.24481560546803394,-1.2964941510804167,False,
2022-10-14,204.99000549316406,-1.0,-0.07545550981161053,1.0,214.6500040690104,226.93368451249216,257.00000076293946,-1,-1.0,233.57926661311708,253.54224698898116,-19.962980375864078,-14.76310456705495,-1.3138681566897503,-1.299968952202283,False,
2022-10-17,219.35000610351562,,,,215.35333760579428,225.41694883069687,252.5140007019043,0,1.0,231.39014961163994,251.0094884048726,-19.619338793232657,-15.734351412290493,0.3436415826314203,-0.9712468452355427,False,
2022-10-18,220.19000244140625,,,,214.8433380126953,224.37155955283876,248.0870002746582,0,1.0,229.6670500469886,248.72656351868991,-19.059513471701308,-16.39938382417266,0.5598253215313491,-0.6650324118821658,False,
2022-10-19,222.0399932861328,1.0,0.08317472723584725,3.0,220.52666727701822,223.90524629949758,244.1490005493164,0,1.0,228.49365669916463,246.7497805385005,-18.256123839335856,-16.7707318272053,0.8033896323654517,-0.37134800303264015,False,
2022-10-20,207.27999877929688,-1.0,-0.06647448636793736,1.0,216.50333150227866,220.58019679545745,240.08350067138673,0,1.0,225.23001701918497,243.82609300078173,-18.596075981596755,-17.135800658083593,-0.3399521422608984,-0.3650688308782932,False,
2022-10-21,214.44000244140625,1.0,0.034542665497277664,1.0,214.58666483561197,219.35215792464723,237.03900146484375,0,1.0,223.5700147764498,241.6493455519391,-18.079330775489296,-17.324506681564735,0.5167452061074584,-0.18870602348114218,False,
2022-10-24,211.25,-1.0,-0.014875967194030828,1.0,210.99000040690103,217.7317263397178,233.8010009765625,0,1.0,221.6746278877652,239.3975421777214,-17.72291428995618,-17.404188203243024,0.3564164855331171,-0.0796815216782889,False,
2022-10-25,222.4199981689453,,,,216.0366668701172,218.66938070556333,230.77500076293944,0,1.0,221.789300238716,238.13994632521946,-16.350646086503446,-17.19347977989511,1.3722682034527338,0.2107084233479135,False,
2022-10-26,224.63999938964844,,,,219.4366658528646,219.86350444238036,227.6165008544922,0,1.0,222.22786933885945,237.1399502559179,-14.91208091705846,-16.737200007327782,1.4385651694449848,0.45627977256732777,False,
2022-10-27,225.08999633789062,,,,224.04999796549478,220.90880282148242,225.46050109863282,0,1.0,222.66819656947962,236.2473610768048,-13.579164507325174,-16.105592907327264,1.3329164097332864,0.6316071000005188,False,
2022-10-28,228.52000427246094,1.0,0.08175149951460799,4.0,226.08333333333334,222.43104311167815,223.62400131225587,1,1.0,223.5684746776306,235.67496427648302,-12.10648959885242,-15.305772245632296,1.4726749084727544,0.7998206616949677,False,
2022-10-31,227.5399932861328,-1.0,-0.004288512900427189,1.0,227.04999796549478,223.4528331465691,222.8810012817383,0,-1.0,224.17947754047708,235.07237383275339,-10.892896292276305,-14.423197054961099,1.213593306576115,0.8825751906711972,False,
2022-11-01,227.82000732421875,1.0,0.0012306146011607651,1.0,227.96000162760416,224.32626798209904,221.8000015258789,0,-1.0,224.7395590456681,234.53516149878786,-9.795602453119756,-13.49767813459283,1.0972938391565492,0.925518920368269,False,
2022-11-02,214.97999572753906,-1.0,-0.0563603335259603,1.0,223.44666544596353,222.45701353118707,220.50850143432618,0,-1.0,223.23808776595592,233.08663070091757,-9.848542934961642,-12.767851094666593,-0.05294048184188682,0.7298270399262368,False,
2022-11-03,215.30999755859375,1.0,0.0015350350619269925,1.0,219.37000020345053,221.02761033666843,219.36750106811525,0,-1.0,222.01838158020792,231.76984306074542,-9.7514614805375,-12.164573171840775,0.09708145442414207,0.6032779228258178,False,
2022-11-04,207.47000122070312,,,,212.58666483561197,218.3160885134754,218.58750076293944,0,-1.0,219.78016921720717,229.96985477629784,-10.189685559090663,-11.769595649290753,-0.43822407855316214,0.39497752255002183,False,
2022-11-07,197.0800018310547,,,,206.62000020345053,214.06887117699125,217.29350051879882,0,-1.0,216.2878357731837,227.5335693729465,-11.245733599762787,-11.66482323938516,-1.056048040672124,0.10477240990559267,False,
2022-11-08,191.3000030517578,,,,198.61666870117188,209.5150975519446,216.03350067138672,0,-1.0,212.44355381604126,224.84960149730287,-12.406047681261612,-11.81306812776045,-1.160314081498825,-0.14824488837528982,False,
2022-11-09,177.58999633789062,-1.0,-0.1751892696503242,4.0,188.65666707356772,203.1300773091338,214.05100021362304,-1,-1.0,207.08146805017194,221.34889000401307,-14.267421953841136,-12.30393889297659,-1.8613742725795248,-0.4908707652161386,False,
2022-11-10,190.72000122070312,,,,186.5366668701172,200.64806209144768,212.50100021362306,0,1.0,204.56431930717673,219.0800834274716,-14.515764120294875,-12.746303938440246,-0.24834216645373886,-0.4423650454636565,False,
2022-11-11,195.97000122070312,1.0,0.1034968481436414,2.0,188.09333292643228,199.71244991729878,212.05,1,1.0,203.24211652464234,217.3682254862295,-14.126108961587164,-13.02226494306963,0.3896551587077113,-0.27596100462938367,False,
2022-11-14,190.9499969482422,-1.0,-0.025616187381697082,1.0,192.54666646321616,197.95995932348748,210.62999954223633,0,-1.0,201.35102120519616,215.4113196686008,-14.06029846340465,-13.229871647136633,0.06581049818251472,-0.207606704067004,False,
2022-11-15,194.4199981689453,1.0,0.01817230309589208,1.0,193.77999877929688,197.25196709257906,209.34149932861328,0,-1.0,200.28470996884988,213.85640696492263,-13.571696996072745,-13.298236716923856,0.4886014673319039,-0.06836506978722312,False,
2022-11-16,186.9199981689453,,,,190.7633310953776,195.18557330785234,207.58549957275392,0,-1.0,198.22860046117225,211.8611174244799,-13.632516963307637,-13.365092766200613,-0.06081996723489169,-0.06685604927675648,False,
2022-11-17,183.1699981689453,,,,188.1699981689453,192.78245828007095,206.37999954223633,0,-1.0,195.91189241621427,209.7358493314773,-13.82395691526304,-13.456865596013099,-0.19143995195540242,-0.09177282981248602,False,
2022-11-18,180.19000244140625,,,,183.42666625976562,190.26396711233804,204.66749954223633,0,-1.0,193.49314011239767,207.54726808036094,-14.054127967963268,-13.576318070403133,-0.23017105270022853,-0.11945247439003381,False,
2022-11-21,167.8699951171875,-1.0,-0.13656004167167327,4.0,177.07666524251303,185.78517271330793,202.4984992980957,-1,-1.0,189.55111780544226,204.60821082382958,-15.05709301838732,-13.87247305999997,-1.0029650504240522,-0.29615498959683784,False,
2022-11-22,169.91000366210938,,,,172.65666707356772,182.61013890306822,199.8729995727539,0,1.0,186.52940793723718,202.03797325629475,-15.508565319057567,-14.19969151181149,-0.4514723006702468,-0.32721845181152,False,
2022-11-23,183.1999969482422,1.0,0.0913206783639509,2.0,173.65999857584634,182.72811051210303,197.8009994506836,0,1.0,186.0171908620072,200.6425676038464,-14.625376741839204,-14.284828557817034,0.8831885772183625,-0.08513704600554384,False,
2022-11-25,182.86000061035156,-1.0,-0.001855875237741849,1.0,178.65666707356772,182.75448853175274,195.68949966430665,0,1.0,185.53146928482943,199.3253404191431,-13.793871134313662,-14.18663707311636,0.8315056075255427,0.09819148470067418,False,
2022-11-28,182.9199981689453,1.0,0.0003281065208000091,1.0,182.9933319091797,182.78759045919125,193.40949935913085,0,1.0,185.12970449777032,198.1101298820914,-12.98042538432108,-13.945394735357306,0.8134457499925816,0.24124233775905424,False,
2022-11-29,180.8300018310547,-1.0,-0.011425739989130657,1.0,182.20333353678384,182.39607273356395,191.07399978637696,0,1.0,184.46821177981406,196.83012039682944,-12.361908617015388,-13.628697511688923,0.6185167673056924,0.31669722366838293,False,
2022-11-30,194.6999969482422,,,,186.1499989827474,184.8568575764996,189.41799926757812,0,1.0,186.04233257495684,196.67233347471188,-10.630000899755032,-13.028958189302145,1.7319077172603556,0.5997393223867782,True,DayType.BUYPT
2022-12-01,194.6999969482422,,,,190.07666524251303,186.82548545084813,188.40399932861328,0,1.0,187.37428094007765,196.52623447275116,-9.151953532673502,-12.253557257976418,1.4780473670815297,0.7754009313257271,False,
2022-12-02,194.86000061035156,1.0,0.0775866760893183,3.0,194.75333150227866,188.43238848274882,187.38149948120116,1,1.0,188.5259301201198,196.40280974220303,-7.876879622083237,-11.378221730797783,1.2750739105902653,0.8753355271786347,False,
2022-12-05,182.4499969482422,,,,190.6699981689453,187.2359101758475,186.13049926757813,0,-1.0,187.59117117060015,195.3692680537615,-7.778096883161339,-10.658196761270496,0.09878273892189782,0.7200249695272873,False,
